Round,1,1,2+,2+
Price realizations,0,1+,0,1+
model,,,,
EMH,1.0,0.10900473933649289,1.0,0.061611374407582936
CEMH,1.0,0.09202618179424474,1.0,0.05474117693301714
OB-RLM,0.1914119102967256,0.060953003920074626,0.10864358138705422,0.04832337577798608
GBT,0.13500906877404362,0.07736504930207572,0.09858330802424273,0.05142674907126925
Treatment-Mean,0.053763440860215055,0.050141242937853145,0.05017006802721093,0.050141242937853145
Book-Midpoint,0.2857142857142857,0.09956709956709957,0.1033210332103321,0.059322033898305086
